item_id,location_id,customer_id,sale_date,units_sold,total_sales_value
p-48,l-50,c-22,2023-02-27,14,120.96
p-16,l-20,c-162,2024-05-07,8,22.12
p-36,l-15,c-7,2025-12-18,7,40.51
p-25,l-2,c-122,2025-06-26,12,44.43
p-23,l-50,c-188,2024-12-19,11,78.34
p-31,l-11,c-169,2023-11-12,4,17.73
p-12,l-20,c-178,2023-07-20,20,182.53
p-13,l-46,c-183,2025-05-27,3,6.02
p-1,l-14,c-59,2024-08-27,14,98.34
p-44,l-47,c-24,2025-10-29,14,91.04
p-48,l-27,c-189,2025-01-26,2,19.77
p-46,l-30,c-175,2024-08-28,13,19.81
p-3,l-7,c-156,2023-02-05,17,109.08
p-18,l-21,c-145,2023-11-30,2,2.27
p-5,l-2,c-88,2024-09-28,10,67.08
p-7,l-28,c-175,2025-07-12,6,36.34
p-24,l-23,c-179,2024-12-26,3,13.03
p-17,l-46,c-90,2024-03-01,8,16.18
p-23,l-42,c-114,2024-11-16,9,81.11
p-39,l-7,c-200,2024-07-03,14,135.15
p-11,l-48,c-71,2024-08-01,15,112.08
p-35,l-29,c-164,2024-11-02,8,18.1
p-50,l-12,c-163,2023-04-24,20,91.2
p-7,l-45,c-1,2025-03-11,9,49.53
p-13,l-11,c-39,2023-02-03,18,54.19
p-22,l-37,c-172,2025-12-07,13,126.96
p-2,l-37,c-23,2025-09-27,5,18.17
p-4,l-36,c-18,2023-08-24,4,23.89
p-38,l-7,c-104,2025-08-17,11,77.03
p-7,l-11,c-39,2025-07-27,8,18.77
p-3,l-2,c-38,2025-01-30,15,72.46
p-39,l-27,c-117,2024-09-02,15,49.2
p-22,l-7,c-20,2025-05-10,15,108.67
p-35,l-42,c-67,2024-05-16,17,167.77
p-6,l-50,c-149,2023-03-25,1,6.44
p-17,l-35,c-17,2023-12-21,16,54.44
p-18,l-20,c-112,2023-06-28,11,24.87
p-11,l-30,c-135,2025-03-10,10,81.39
p-5,l-25,c-87,2025-07-27,6,11.46
p-9,l-24,c-8,2025-08-09,2,4.83
p-32,l-5,c-90,2025-11-09,1,9.52
p-19,l-14,c-109,2025-12-25,6,13.72
p-30,l-18,c-96,2025-07-15,1,5.43
p-6,l-3,c-91,2023-09-20,6,17.15
p-23,l-41,c-119,2023-06-08,6,40.51
p-15,l-23,c-35,2025-06-14,6,36.38
p-35,l-2,c-32,2024-03-12,17,169.33
p-47,l-24,c-108,2025-12-19,19,90.5
p-23,l-21,c-118,2025-11-18,12,90.7
p-46,l-45,c-172,2024-01-21,16,82.92
p-25,l-9,c-111,2025-03-11,20,129.09
p-1,l-49,c-82,2023-02-20,11,36.94
p-33,l-41,c-135,2023-11-14,10,19.55
p-14,l-18,c-188,2024-10-22,9,54.44
p-20,l-1,c-54,2024-03-03,18,27.58
p-15,l-38,c-194,2025-03-09,9,56.1
p-19,l-23,c-193,2023-05-06,16,145.11
p-26,l-22,c-149,2023-09-04,9,87.14
p-23,l-32,c-73,2024-08-18,10,17.86
p-32,l-44,c-134,2025-07-23,18,114
p-29,l-50,c-137,2024-01-22,5,23.47
p-27,l-43,c-50,2024-05-04,11,66.12
p-42,l-1,c-144,2023-07-08,18,73.12
p-39,l-10,c-87,2024-08-03,17,32.99
p-12,l-34,c-17,2025-11-26,15,135.88
p-4,l-25,c-177,2023-11-09,20,109.68
p-24,l-7,c-164,2023-02-21,19,188.71
p-49,l-10,c-1,2025-09-14,4,19.11
p-3,l-14,c-135,2023-04-27,12,46.4
p-10,l-41,c-177,2025-08-14,8,75.18
p-48,l-26,c-190,2023-03-20,12,88.88
p-28,l-26,c-38,2023-08-11,12,50.69
p-45,l-27,c-187,2023-09-06,7,23.96
p-38,l-8,c-108,2023-12-27,14,105
p-41,l-13,c-12,2023-10-09,3,17.89
p-46,l-39,c-146,2023-02-25,5,31.27
p-39,l-30,c-105,2025-08-05,9,76.82
p-29,l-43,c-120,2025-12-20,6,42.91
p-41,l-24,c-100,2025-12-13,5,24.7
p-35,l-33,c-137,2025-09-25,9,12.66
p-15,l-30,c-4,2023-03-02,8,65.7
p-8,l-40,c-178,2024-08-29,20,180.67
p-48,l-3,c-157,2023-07-20,11,22.96
p-47,l-23,c-122,2023-02-01,15,136.96
p-23,l-1,c-134,2024-10-31,6,57.85
p-17,l-21,c-69,2024-02-24,8,35.46
p-35,l-18,c-196,2025-09-21,20,166.46
p-17,l-2,c-138,2024-06-05,16,134.45
p-27,l-16,c-189,2025-01-11,16,84.39
p-22,l-13,c-5,2023-12-25,13,48.26
p-13,l-6,c-154,2024-10-16,10,21.16
p-20,l-27,c-47,2024-04-29,15,115.68
p-9,l-18,c-180,2024-08-26,20,117.9
p-35,l-34,c-155,2024-06-25,20,177.83
p-42,l-9,c-162,2023-01-18,20,76.8
p-8,l-26,c-83,2023-01-29,9,22.79
p-50,l-31,c-51,2023-08-21,16,97.53
p-17,l-1,c-173,2025-01-09,19,92.39
p-41,l-47,c-136,2025-11-06,6,46.51
p-36,l-13,c-179,2025-03-27,20,171.02
p-17,l-12,c-37,2025-01-05,12,63.19
p-34,l-21,c-164,2025-08-03,3,4.34
p-27,l-49,c-124,2024-10-01,2,3.8
p-9,l-36,c-33,2025-08-21,6,40.97
p-50,l-10,c-93,2025-12-01,17,164.37
p-37,l-48,c-132,2025-05-31,19,186.98
p-33,l-19,c-41,2024-08-09,17,76.1
p-24,l-50,c-130,2023-06-23,14,48.05
p-3,l-44,c-60,2023-01-06,5,20.79
p-17,l-39,c-147,2024-02-18,2,6.27
p-6,l-8,c-154,2025-12-20,1,6.31
p-8,l-32,c-118,2023-06-20,15,84.33
p-26,l-31,c-5,2023-05-20,18,130.75
p-48,l-47,c-104,2025-10-09,17,102.86
p-38,l-20,c-145,2025-06-18,17,55.1
p-20,l-18,c-137,2025-08-19,6,18.74
p-37,l-40,c-137,2024-04-27,5,43.15
p-8,l-2,c-159,2025-07-31,17,121.31
p-41,l-31,c-4,2024-01-05,7,28.04
p-41,l-8,c-176,2024-05-09,13,50.8
p-48,l-7,c-28,2024-05-22,10,40.14
p-19,l-21,c-40,2023-09-16,19,146.81
p-2,l-27,c-162,2024-11-14,4,33.74
p-10,l-43,c-180,2023-04-26,15,19.01
p-5,l-12,c-117,2024-07-19,3,21.51
p-34,l-10,c-159,2025-06-24,13,30.89
p-12,l-35,c-132,2023-11-24,8,17.37
p-22,l-47,c-85,2025-04-20,8,52.37
p-16,l-1,c-150,2025-08-11,19,183.64
p-23,l-44,c-16,2024-01-07,9,53.24
p-43,l-17,c-16,2024-10-10,19,109.48
p-4,l-33,c-8,2024-01-13,10,41.25
p-45,l-28,c-115,2024-04-17,12,99.44
p-46,l-6,c-6,2025-08-25,13,47.49
p-25,l-29,c-48,2025-06-28,7,22.17
p-23,l-11,c-186,2025-02-23,12,81.09
p-45,l-21,c-110,2024-05-06,2,10.44
p-7,l-45,c-87,2025-07-25,4,21.67
p-13,l-7,c-153,2025-12-12,8,39.72
p-11,l-45,c-39,2023-12-24,17,117.28
p-22,l-45,c-200,2024-01-10,17,117.61
p-21,l-34,c-9,2024-09-01,12,17.54
p-16,l-12,c-68,2023-09-27,3,10.68
p-43,l-10,c-21,2025-06-01,2,2.23
p-14,l-34,c-83,2024-03-10,4,19.55
p-11,l-46,c-194,2025-02-08,4,37.6
p-7,l-44,c-24,2023-09-07,5,25.93
p-32,l-26,c-44,2023-10-28,18,27.31
p-34,l-27,c-48,2023-09-27,20,134.3
p-43,l-39,c-26,2024-05-04,10,49.88
p-15,l-36,c-156,2023-02-13,10,97.53
p-29,l-29,c-16,2025-11-19,19,153.18
p-21,l-45,c-150,2023-11-25,12,15.74
p-41,l-23,c-72,2023-06-22,16,62.83
p-26,l-38,c-73,2025-08-12,5,27.6
p-50,l-24,c-67,2025-11-15,1,4.23
p-27,l-18,c-75,2024-06-13,8,36.55
p-26,l-48,c-42,2025-10-10,4,39.43
p-13,l-35,c-15,2024-07-29,13,92.24
p-46,l-3,c-186,2024-07-01,2,13.53
p-24,l-28,c-124,2024-03-01,18,61.04
p-11,l-29,c-89,2025-02-01,2,19.31
p-30,l-7,c-66,2023-10-18,8,54.47
p-43,l-39,c-3,2024-03-16,4,24.22
p-39,l-35,c-12,2025-02-10,6,11.59
p-49,l-4,c-78,2023-04-19,5,44.73
p-28,l-20,c-39,2025-02-12,9,51.82
p-26,l-43,c-165,2025-02-16,4,28.7
p-2,l-37,c-193,2025-11-05,20,149.43
p-5,l-32,c-158,2023-09-12,11,52.31
p-15,l-35,c-35,2025-01-28,4,19.65
p-6,l-31,c-61,2024-12-28,19,86.9
p-3,l-18,c-51,2023-06-03,12,44.17
p-40,l-42,c-183,2025-06-07,19,56.85
p-47,l-36,c-55,2023-07-01,19,142.47
p-12,l-13,c-52,2025-06-19,19,68.39
p-21,l-3,c-100,2023-01-12,13,119.8
p-4,l-22,c-166,2025-03-13,10,93.31
p-26,l-15,c-68,2023-12-17,16,46.65
p-47,l-45,c-72,2025-09-08,1,9.94
p-35,l-28,c-128,2024-05-10,9,25.46
p-8,l-17,c-151,2024-12-19,11,26.42
p-42,l-45,c-73,2025-11-26,14,109.99
p-5,l-29,c-194,2024-02-14,4,5.47
p-40,l-36,c-69,2025-06-21,20,152.39
p-32,l-28,c-190,2023-02-13,17,117.36
p-12,l-17,c-147,2023-04-07,10,37.08
p-25,l-33,c-84,2024-10-11,1,3
p-47,l-4,c-71,2023-03-23,11,15.81
p-45,l-29,c-169,2023-07-25,14,25.99
p-17,l-16,c-41,2025-11-10,12,90.24
p-30,l-31,c-199,2023-04-09,13,97.96
p-42,l-43,c-185,2025-02-28,18,142.94
p-45,l-23,c-135,2023-01-07,13,83.23
p-16,l-28,c-161,2023-09-22,5,38.29
p-45,l-9,c-142,2024-08-18,12,21.91
p-36,l-35,c-168,2025-05-01,4,20.31
p-32,l-45,c-117,2023-08-26,1,8.02
p-3,l-27,c-122,2023-10-19,19,65.06
p-1,l-44,c-179,2025-03-14,11,11.76
p-24,l-20,c-85,2024-04-14,19,122.99
p-12,l-5,c-102,2023-07-19,2,14.13
p-36,l-11,c-168,2025-10-11,12,36.09
p-38,l-22,c-15,2023-07-05,10,48.38
p-26,l-7,c-126,2024-02-05,13,15.76
p-44,l-33,c-166,2023-10-11,5,15.11
p-37,l-49,c-89,2024-01-16,18,166.91
p-33,l-20,c-186,2023-08-31,3,4.81
p-21,l-49,c-32,2024-10-16,18,130.27
p-22,l-50,c-170,2024-09-30,4,39.28
p-15,l-21,c-4,2024-03-19,10,69.15
p-38,l-26,c-74,2025-11-05,17,37.27
p-42,l-28,c-53,2023-01-21,1,7.57
p-46,l-48,c-197,2023-08-02,12,20.15
p-34,l-28,c-160,2024-05-20,11,16.06
p-25,l-39,c-106,2023-05-23,18,64.02
p-39,l-15,c-59,2023-04-14,7,14.67
p-12,l-44,c-3,2024-12-15,14,75.18
p-35,l-45,c-96,2023-04-09,19,62.49
p-23,l-38,c-195,2025-12-13,6,34.16
p-11,l-41,c-182,2024-03-31,15,92.42
p-23,l-50,c-161,2023-07-17,19,45.92
p-35,l-35,c-165,2023-04-22,16,115.88
p-23,l-6,c-173,2025-04-01,4,4.85
p-36,l-15,c-147,2023-06-04,8,70.33
p-4,l-48,c-121,2025-11-28,17,88.3
p-7,l-46,c-55,2023-09-03,9,19.38
p-1,l-44,c-132,2025-01-10,2,3.05
p-22,l-46,c-78,2024-07-04,9,36.4
p-22,l-10,c-85,2025-07-27,6,10.42
p-36,l-21,c-63,2023-12-24,10,88.57
p-43,l-40,c-165,2024-02-04,20,83.16
p-33,l-32,c-56,2023-09-30,16,74.75
p-6,l-41,c-87,2023-12-27,5,24.24
p-44,l-4,c-55,2024-03-07,14,139.54
p-35,l-18,c-108,2023-07-04,16,102.79
p-40,l-2,c-66,2025-12-01,12,107.34
p-17,l-22,c-75,2025-10-04,7,29.03
p-46,l-21,c-47,2024-02-29,16,113.62
p-40,l-8,c-129,2025-03-09,4,9.64
p-36,l-8,c-4,2025-01-23,20,137.53
p-8,l-10,c-117,2024-08-31,15,99.29
p-41,l-40,c-117,2025-12-24,17,35.88
p-17,l-48,c-177,2024-04-01,6,22.24
p-13,l-19,c-107,2025-10-20,7,53.12
p-3,l-48,c-173,2023-06-25,8,36.3
p-38,l-32,c-167,2025-04-18,15,134.66
p-5,l-29,c-47,2024-04-21,6,15.07
p-26,l-16,c-35,2024-11-28,17,150.63
p-21,l-30,c-17,2025-02-06,5,43.22
p-9,l-2,c-187,2023-02-22,20,45.77
p-25,l-23,c-167,2025-07-06,16,27.52
p-12,l-1,c-119,2025-04-21,4,29.94
p-33,l-3,c-138,2024-07-20,4,32.35
p-16,l-39,c-135,2023-12-18,3,10.65
p-12,l-28,c-50,2023-05-31,6,8.31
p-41,l-13,c-129,2024-12-25,3,29.35
p-13,l-18,c-128,2024-07-15,19,169.17
p-46,l-24,c-102,2024-07-15,18,47.12
p-42,l-15,c-6,2024-02-10,8,9.34
p-39,l-18,c-94,2023-06-22,4,6.31
p-41,l-24,c-146,2023-11-25,17,36.14
p-2,l-24,c-62,2025-10-14,9,47.6
p-16,l-37,c-168,2024-06-16,2,17.99
p-31,l-2,c-133,2023-01-28,5,35.39
p-48,l-26,c-55,2024-02-26,8,30.26
p-20,l-21,c-133,2024-12-09,6,27.13
p-23,l-10,c-151,2023-12-24,9,12.58
p-36,l-38,c-159,2025-12-06,1,4.02
p-33,l-36,c-194,2023-09-25,20,157.99
p-30,l-40,c-119,2024-11-03,17,67.74
p-8,l-45,c-75,2025-07-11,17,164.78
p-43,l-20,c-29,2024-04-15,20,78.38
p-19,l-25,c-99,2023-05-05,10,28.39
p-31,l-50,c-87,2023-01-08,19,83.97
p-42,l-43,c-70,2023-02-14,8,62.74
p-20,l-46,c-13,2024-01-11,7,17.64
p-12,l-49,c-62,2023-06-15,13,118.15
p-40,l-49,c-172,2024-10-08,12,12.26
p-16,l-14,c-184,2024-04-03,14,73.89
p-15,l-19,c-75,2023-02-27,19,56.42
p-28,l-3,c-27,2023-07-17,12,94.37
p-41,l-3,c-57,2023-02-02,7,60.66
p-23,l-6,c-28,2023-08-05,18,173.01
p-27,l-16,c-126,2023-02-18,9,56.65
p-17,l-30,c-109,2023-06-20,17,115.31
p-49,l-25,c-117,2023-03-27,19,100.08
p-33,l-17,c-83,2025-01-01,18,124.45
p-23,l-29,c-143,2024-10-15,17,19.99
p-47,l-19,c-140,2025-12-15,17,120.98
p-3,l-1,c-67,2025-03-26,12,54.04
p-4,l-5,c-140,2025-11-29,14,122.08
p-19,l-48,c-35,2024-06-22,19,112.77
p-37,l-6,c-65,2024-06-15,11,32.58
p-11,l-21,c-135,2024-01-08,5,12.54
p-47,l-48,c-45,2023-02-16,19,73.68
p-19,l-8,c-11,2024-11-29,2,9.6
p-19,l-43,c-154,2023-05-23,6,40.5
p-13,l-18,c-45,2023-05-19,20,167.69
p-38,l-13,c-154,2025-12-24,12,119.01
p-7,l-28,c-59,2023-11-08,19,146.55
p-13,l-35,c-181,2023-01-21,5,22.72
p-32,l-35,c-140,2025-02-19,14,97.46
p-3,l-45,c-33,2023-12-05,15,39.05
p-1,l-46,c-76,2023-02-20,2,15.96
p-36,l-35,c-54,2025-12-13,9,10.77
p-29,l-24,c-123,2024-08-09,20,83.09
p-9,l-20,c-146,2024-05-21,4,32.86
p-40,l-28,c-12,2023-11-02,9,51.65
p-35,l-44,c-159,2025-03-18,18,39.78
p-49,l-12,c-158,2023-03-06,12,96.19
p-48,l-25,c-61,2024-12-02,8,47.48
p-34,l-15,c-89,2024-09-14,8,15.1
p-32,l-30,c-71,2024-11-14,14,30.79
p-48,l-38,c-162,2024-02-03,19,107.39
p-15,l-21,c-141,2024-11-10,2,16.68
p-38,l-22,c-124,2025-12-28,7,63.35
p-20,l-17,c-83,2024-01-28,19,181.54
p-30,l-16,c-169,2025-03-16,11,76.96
p-38,l-21,c-187,2023-04-11,17,114.77
p-27,l-25,c-65,2025-10-28,13,114.4
p-33,l-19,c-195,2023-05-11,11,13.1
p-14,l-40,c-73,2024-07-23,6,52.47
p-8,l-45,c-122,2024-01-24,2,9.71
p-12,l-42,c-148,2025-08-26,5,9.72
p-24,l-45,c-199,2025-01-02,19,104.16
p-38,l-19,c-42,2024-03-27,5,36.33
p-21,l-27,c-9,2025-07-17,12,34.46
p-8,l-34,c-186,2023-03-12,14,52.11
p-6,l-1,c-190,2024-01-16,12,81.6
p-37,l-29,c-116,2023-04-22,1,5.31
p-22,l-20,c-25,2024-10-19,12,33.86
p-30,l-8,c-2,2024-08-10,2,6.59
p-22,l-38,c-41,2023-09-26,13,92.57
p-7,l-33,c-58,2025-03-22,12,60.74
p-30,l-14,c-72,2025-10-30,10,87.64
p-7,l-12,c-52,2023-11-25,18,84.4
p-3,l-47,c-37,2023-01-11,4,34.34
p-34,l-45,c-69,2025-09-20,15,88.48
p-37,l-37,c-112,2025-11-14,15,83.57
p-5,l-14,c-37,2023-08-21,18,117.42
p-21,l-42,c-83,2025-12-24,7,17.94
p-31,l-36,c-52,2025-12-10,17,30.09
p-24,l-38,c-158,2024-06-10,20,41.28
p-34,l-36,c-70,2023-12-17,12,53.9
p-27,l-1,c-136,2023-01-24,4,11.58
p-2,l-1,c-176,2025-02-15,12,99.43
p-27,l-9,c-130,2025-06-23,3,4.4
p-8,l-34,c-73,2023-05-02,9,24.25
p-17,l-18,c-78,2024-03-10,13,32.86
p-16,l-46,c-182,2025-01-18,15,97.16
p-24,l-17,c-60,2025-10-21,7,64.44
p-3,l-21,c-110,2025-06-01,11,90.2
p-5,l-32,c-158,2023-02-10,17,85.52
p-31,l-24,c-123,2025-02-14,10,60.37
p-39,l-33,c-10,2024-05-06,2,15.51
p-29,l-1,c-99,2023-01-06,10,34.44
p-11,l-48,c-89,2024-08-09,8,42.15
p-25,l-17,c-192,2023-11-25,13,34.76
p-6,l-21,c-182,2024-12-03,11,31.6
p-1,l-20,c-100,2023-11-20,17,65.34
p-14,l-32,c-38,2024-09-03,11,97.13
p-28,l-19,c-130,2025-12-08,5,47.58
p-6,l-32,c-125,2024-03-30,12,91.51
p-25,l-23,c-193,2023-07-03,16,75.13
p-50,l-13,c-122,2024-04-20,13,31.55
p-33,l-35,c-110,2024-06-30,16,133.4
p-16,l-5,c-127,2024-12-03,9,39.82
p-27,l-11,c-75,2023-04-10,2,3.75
p-43,l-45,c-125,2024-04-10,5,19.27
p-30,l-50,c-16,2023-12-03,16,119.23
p-48,l-21,c-198,2023-10-08,8,32.53
p-42,l-47,c-168,2024-12-18,20,190.65
p-30,l-2,c-94,2025-01-31,10,96.68
p-14,l-30,c-127,2023-07-23,10,39.15
p-50,l-19,c-139,2025-11-30,9,67.39
p-50,l-43,c-92,2024-12-07,3,27.95
p-37,l-16,c-160,2023-01-17,18,52.69
p-21,l-31,c-62,2025-03-14,1,5.48
p-14,l-17,c-184,2023-01-25,12,41.07
p-13,l-42,c-39,2023-10-17,17,154.44
p-8,l-12,c-195,2025-09-11,18,178.62
p-47,l-22,c-141,2023-11-29,13,92.68
p-35,l-15,c-144,2025-10-02,8,25.23
p-24,l-15,c-15,2024-05-29,18,92.85
p-9,l-17,c-199,2024-10-07,8,40.75
p-9,l-5,c-2,2024-12-22,4,19.25
p-9,l-9,c-112,2024-10-22,15,48.02
p-37,l-44,c-180,2023-11-11,14,107.52
p-3,l-8,c-184,2025-07-22,4,38.13
p-39,l-27,c-112,2024-06-16,19,45.29
p-24,l-50,c-132,2025-04-12,3,13.57
p-9,l-26,c-90,2023-12-16,17,155.99
p-33,l-5,c-72,2024-01-22,2,10.62
p-34,l-32,c-31,2024-02-03,4,29.74
p-31,l-10,c-125,2024-07-02,18,51.91
p-5,l-46,c-144,2023-08-06,10,40.43
p-11,l-18,c-5,2025-08-01,2,15.77
p-40,l-33,c-106,2024-11-05,6,28.95
p-16,l-4,c-132,2023-10-02,6,9.39
p-7,l-7,c-159,2023-11-14,3,9.24
p-36,l-1,c-168,2023-01-22,17,37.72
p-38,l-26,c-70,2024-05-29,1,6.93
p-30,l-35,c-94,2024-11-04,14,123.15
p-14,l-46,c-136,2025-07-22,6,19.3
p-15,l-33,c-62,2023-03-29,15,64.26
p-42,l-25,c-72,2024-12-02,14,72.45
p-2,l-37,c-162,2023-02-01,4,32.29
p-24,l-40,c-80,2024-01-12,4,16.32
p-18,l-33,c-131,2023-05-27,19,126.26
p-13,l-32,c-31,2025-05-10,17,166.66
p-37,l-20,c-109,2023-10-15,5,38.55
p-38,l-13,c-18,2023-10-15,3,7.52
p-20,l-22,c-122,2024-09-19,4,18.72
p-48,l-16,c-99,2024-05-26,7,65.07
p-21,l-14,c-127,2024-06-01,6,14.73
p-35,l-39,c-198,2024-12-12,7,55.92
p-7,l-19,c-48,2023-06-26,15,58.68
p-7,l-6,c-193,2023-04-10,13,111.71
p-29,l-16,c-129,2025-05-25,1,5.68
p-45,l-13,c-175,2023-07-26,6,57.39
p-24,l-43,c-49,2024-02-26,9,40.37
p-44,l-49,c-32,2025-09-11,12,117.99
p-14,l-29,c-150,2025-04-13,1,1.17
p-6,l-23,c-62,2025-09-03,13,124.18
p-43,l-14,c-89,2025-03-26,18,38.13
p-10,l-23,c-144,2023-09-30,18,93.75
p-48,l-30,c-139,2024-10-27,18,142.78
p-34,l-8,c-127,2025-10-12,9,87.36
p-8,l-3,c-142,2025-11-08,14,139.95
p-6,l-26,c-193,2024-01-29,7,47.8
p-37,l-22,c-162,2025-03-27,20,32.73
p-47,l-30,c-69,2025-03-30,8,61.81
p-39,l-49,c-123,2023-10-09,9,69.19
p-49,l-30,c-45,2024-05-09,3,6.6
p-4,l-34,c-199,2024-08-12,6,28.06
p-40,l-43,c-40,2025-09-24,17,123.7
p-9,l-34,c-155,2023-05-30,16,108.34
p-39,l-49,c-163,2025-02-28,17,145.66
p-46,l-6,c-62,2024-10-06,5,5.07
p-12,l-45,c-58,2024-06-19,10,66.11
p-34,l-47,c-111,2024-03-29,14,22.41
p-29,l-10,c-111,2025-08-17,7,67.68
p-21,l-29,c-20,2025-08-23,15,88.88
p-48,l-11,c-143,2023-04-03,4,24.48
p-21,l-9,c-150,2024-12-11,3,16.98
p-36,l-48,c-200,2025-07-27,13,71.16
p-16,l-16,c-31,2025-06-08,1,5.48
p-32,l-30,c-4,2025-04-25,3,12.12
p-21,l-31,c-98,2023-10-15,17,85.66
p-7,l-49,c-110,2024-01-30,14,116.03
p-44,l-28,c-43,2025-12-17,17,67.08
p-1,l-4,c-13,2024-01-22,20,151.96
p-40,l-18,c-85,2024-04-09,13,45.88
p-43,l-3,c-118,2024-11-07,6,27.74
p-14,l-2,c-132,2024-11-27,14,93.24
p-46,l-37,c-24,2023-09-09,15,134.57
p-27,l-6,c-125,2023-03-31,11,29.9
p-28,l-9,c-140,2025-02-14,13,125.17
p-48,l-3,c-53,2025-12-11,2,18.43
p-44,l-25,c-98,2024-05-28,3,15.22
p-6,l-40,c-196,2025-09-18,15,43.15
p-25,l-14,c-137,2025-10-31,15,31.7
p-16,l-36,c-175,2023-06-11,18,78.93
p-18,l-31,c-163,2025-03-28,12,34.97
p-7,l-30,c-22,2025-03-22,13,36.42
p-17,l-48,c-31,2023-02-13,20,199.38
p-33,l-31,c-59,2025-12-10,8,40.16
p-5,l-10,c-27,2024-07-21,3,13.69
p-23,l-50,c-83,2024-02-23,16,93.72
p-9,l-9,c-185,2023-07-06,10,44.77
p-36,l-26,c-34,2023-04-29,1,4.39
p-44,l-25,c-191,2023-03-31,4,21.63
p-49,l-35,c-198,2025-01-02,18,79.17
p-22,l-20,c-32,2023-05-31,5,34.46
p-40,l-11,c-110,2023-03-30,4,27.84
p-34,l-18,c-85,2025-09-24,14,20.55
p-49,l-32,c-200,2025-11-20,11,26.52
p-24,l-38,c-58,2025-07-01,19,77.21
p-42,l-37,c-123,2024-04-02,8,67.29
p-2,l-40,c-96,2024-05-12,14,97.07
p-40,l-20,c-196,2025-11-28,15,20.36
p-34,l-49,c-52,2023-12-17,19,161.46
p-24,l-47,c-187,2023-02-10,2,9.08
p-29,l-5,c-170,2023-05-26,12,55.18
p-10,l-50,c-118,2025-10-26,14,81.59
p-46,l-42,c-101,2024-01-14,7,60.5
p-21,l-26,c-41,2025-02-06,13,85.98
p-22,l-29,c-24,2025-05-28,16,127.46
p-6,l-20,c-34,2024-07-28,16,95.8
p-10,l-23,c-101,2025-09-14,19,76.86
p-3,l-11,c-142,2025-10-02,2,10.32
p-33,l-30,c-149,2025-09-26,10,44.01
p-8,l-46,c-35,2025-07-16,3,26.82
p-5,l-17,c-39,2025-10-28,13,14.73
p-4,l-44,c-9,2023-08-06,20,170.93
p-39,l-3,c-195,2025-09-08,19,120.16
p-14,l-50,c-18,2025-01-08,2,19.97
p-27,l-46,c-68,2024-02-01,20,194.5
p-1,l-26,c-13,2025-08-06,10,66.72
p-42,l-2,c-122,2024-09-10,16,152.92
p-6,l-2,c-171,2023-08-05,5,19.2
p-28,l-48,c-43,2024-06-19,18,112.28
p-10,l-28,c-85,2023-10-10,5,9.33
p-47,l-47,c-150,2025-12-29,7,36.63
p-40,l-15,c-148,2025-03-24,2,12.05
p-38,l-6,c-150,2025-07-19,15,127.79
p-42,l-14,c-135,2025-09-22,16,59.78
p-32,l-2,c-52,2023-03-10,15,85.31
p-6,l-31,c-17,2025-06-05,16,104.33
p-16,l-24,c-156,2023-02-07,1,8.81
p-24,l-29,c-132,2025-03-08,18,179.97
p-43,l-11,c-141,2024-09-29,15,148.47
p-39,l-7,c-112,2023-07-18,1,2.82
p-14,l-42,c-80,2025-12-12,8,29.17
p-7,l-32,c-126,2023-05-23,16,81.05
p-40,l-43,c-136,2024-10-25,3,5.84
p-12,l-32,c-181,2024-07-04,4,26.88
p-22,l-46,c-168,2024-01-01,12,34.74
p-22,l-18,c-55,2024-10-26,5,11.94
p-34,l-46,c-17,2024-10-04,20,106.05
p-38,l-47,c-1,2023-12-04,13,96.95
p-31,l-24,c-34,2025-05-13,6,19.81
p-6,l-17,c-72,2023-03-17,11,64.34
p-20,l-20,c-35,2025-07-26,18,46.4
p-44,l-19,c-36,2023-03-27,14,69.11
p-25,l-33,c-32,2025-09-02,4,7.21
p-44,l-12,c-169,2024-10-09,7,53.7
p-24,l-6,c-189,2023-06-10,1,9.81
p-29,l-3,c-19,2023-03-17,8,20.89
p-22,l-47,c-94,2024-05-05,10,61.92
p-39,l-3,c-101,2024-05-07,10,82.23
p-15,l-5,c-17,2024-08-14,5,25.88
p-49,l-12,c-199,2024-11-04,13,107.57
p-4,l-21,c-84,2023-12-28,9,40.17
p-7,l-33,c-185,2025-02-14,13,120
p-17,l-47,c-101,2023-04-13,9,29.48
p-27,l-32,c-8,2023-11-24,13,51.19
p-12,l-12,c-63,2023-04-09,7,28.28
p-41,l-16,c-102,2024-11-06,11,72.74
p-4,l-45,c-160,2024-07-15,6,36.35
p-5,l-44,c-181,2024-02-20,5,39.76
p-24,l-37,c-44,2025-11-19,7,16.75
p-1,l-45,c-18,2024-03-18,10,70.88
p-16,l-25,c-177,2023-01-02,2,16.7
p-50,l-37,c-75,2024-01-15,19,88.94
p-47,l-38,c-83,2025-06-25,4,12.45
p-24,l-33,c-88,2023-09-09,11,56.6
p-41,l-6,c-200,2023-11-24,16,116.27
p-19,l-10,c-10,2023-03-15,2,18.17
p-39,l-16,c-113,2025-12-11,12,15.91
p-3,l-18,c-94,2023-05-07,12,25.37
p-8,l-8,c-200,2025-01-07,12,43.38
p-43,l-39,c-183,2025-10-22,9,18.98
p-27,l-40,c-192,2024-06-05,3,25.83
p-50,l-49,c-46,2024-01-05,1,6.97
p-3,l-3,c-62,2023-05-22,11,85.47
p-24,l-3,c-146,2024-07-21,8,29.06
p-43,l-11,c-68,2024-01-21,16,143.15
